user_id,actor_index
2293676407521280865,866
2293722687471616429,867
2293802412802048504,868
2294370388672512243,869
2294666582032384305,870
2295119977906176362,871
2295503362457600952,872
2296231208419328985,873
2296544212549632371,874
2296644112482304833,875
2296861863968768960,876
2296895737167872543,877
2297444821893120789,878
2297687269441536755,879
2297996473532416913,880
2298300015312896961,881
2298749502095360316,882
2298911586779136791,883
2299009356005376784,884
2299570671321088057,885
2299597514866688760,886
2299750061703168053,887
2300195974938624977,888
2300219412709376308,889
2300476020228096833,890
2300983665229824638,891
2302794262380544801,892
2303235830317056673,893
2303341233176576878,894
2303963340734464735,895
2304500664631296022,896
2304553294757888464,897
2304632592269312039,898
2305620678017024708,899
2306068789067776187,900
2306682340245504624,901
2306818856452096039,902
2307561290203136553,903
2307853968736256117,904
2308446011523072897,905
2308482929786880401,906
2309239204741120250,907
2310007064363008470,908
2310802723831808016,909
2311954806865920108,910
2312177524408320560,911
2313291103731712390,912
2313400868667392802,913
2313466517913600801,914
2314411242946560917,915
2316147575750656669,916
2316449121042432402,917
2317630278991872165,918
2317697127809024671,919
2317767256571904837,920
2317781760475136663,921
2317897623928832707,922
2320514257256448018,923
2320979355238400562,924
2321241818005504794,925
2326337771536384097,926
2327928687820800213,927
2328013127548928208,928
2331674528448512275,929
2333510945734656409,930
2334513988370432418,931
2334586457554944316,932
2336724864729088213,933
2340864256901120596,934
2353269842116608198,935
2360666774044672744,936
2363279800270848396,937
2364050537185280795,938
2367772537389056165,939
2367775750225920009,940
2370223596371968057,941
2370679802429440031,942
2372955849883648065,943
2377908551155712007,944
2377964863881217022,945
2378721021394944167,946
2381576889434112933,947
2383068593651712621,948
2384571681210368007,949
2386757551128576274,950
2387656717631488916,951
2389635246325760534,952
2390120275640320509,953
2391578987462656534,954
2393062470844416879,955
2396935784759296875,956
2397523809402880349,957
2397578234691584133,958
2398097908957184130,959
2402633008545792880,960
2407015494189056840,961
2408486344327168597,962
2412610611838976188,963
2412726643064832165,964
2421457825038336069,965
2422991438741504418,966
2433714101420032557,967
2438645898280961002,968
2451996510519296658,969
2457745936613376208,970
2466281613688832757,971
2470024845459456977,972
2470759897235456403,973
2475916953387008755,974
2477114720780288707,975
2484491603935232552,976
2494724883611648997,977
2495125364146176480,978
2495474758057984761,979
2499752839086080671,980
2504936042528768022,981
2507079122157568415,982
2507566517059584904,983
2516332813746176485,984
2518601034629120946,985
2528866132295680033,986
2531772013215744247,987
2533782292791296455,988
2533946919223296838,989
2538719559024640424,990
2544503470686208737,991
2545365953806336737,992
2545939524878336208,993
2547071760465920179,994
2547280611639296738,995
2548261667733504651,996
2550598314491904088,997
2551146677796864811,998
2552716328960000734,999
2572941808107520828,1000
