user_id,seed_type,degree_in_subset,sent_events
1879455609913344944,neighbor,1,6
1900375187652609012,neighbor,1,3
1790957934608384329,neighbor,1,5
2320895083282432587,neighbor,1,3
1808119323688960465,neighbor,1,3
2131536929357824224,neighbor,1,3
1947892508000256472,neighbor,1,5
2296365325484032672,neighbor,1,5
1965055767740416890,neighbor,1,8
2027008674496512146,neighbor,1,5
1887638051094528490,neighbor,2,3
1958341643337728697,neighbor,2,6
2042939094073344193,neighbor,3,7
1890845032710144189,neighbor,2,5
2052065790525440478,neighbor,2,4
1320405042200576741,neighbor,1,8
1811926183051264879,neighbor,1,18
1839789405896704828,neighbor,1,5
2284348854239232258,neighbor,1,6
2314296855887872890,neighbor,3,6
2065686364946432276,neighbor,1,4
2332859167670272929,neighbor,2,3
1998730324606976114,neighbor,1,4
1928306031067136296,neighbor,1,5
1859759477096448929,neighbor,1,3
2028662933159936911,neighbor,1,3
2297414547406848175,neighbor,1,3
1740318374363136411,neighbor,2,6
1796788319158272597,neighbor,1,4
1710479080685568875,neighbor,2,3
2306378035101696124,neighbor,2,5
2298180326653952262,neighbor,2,3
1972308608548864356,neighbor,1,3
1888853585559552316,neighbor,2,5
1761923821469696607,neighbor,2,7
2143102236098560670,neighbor,2,20
1870115339501568154,neighbor,1,5
1852503943544832658,neighbor,2,6
2196196386930688912,neighbor,1,4
2033890596225024161,neighbor,2,4
2224363201888256703,neighbor,2,6
2047445940830208082,neighbor,1,4
2293768917090304567,neighbor,2,6
1984526641266688461,neighbor,1,3
2244416219643904398,neighbor,2,3
2396341544157184197,neighbor,1,4
2034212710383616823,neighbor,1,3
2053169303519232462,neighbor,2,9
1520603626471424945,neighbor,1,3
2147361568587776423,neighbor,1,5
2237891971383296693,neighbor,1,4
2301161763766272230,neighbor,1,4
2001057995554816398,neighbor,1,3
2007492628316160898,neighbor,2,3
2210690760704000038,neighbor,1,4
1777689782386688722,neighbor,1,4
1934451927941120863,neighbor,1,3
1837390918320128155,neighbor,1,3
1767542804709376688,neighbor,1,3
2309752755322880365,neighbor,1,5
2222012143501312061,neighbor,4,14
2191398153486336785,neighbor,2,4
1843868920184832544,neighbor,1,13
1975783723630592249,neighbor,2,5
2026670840086528186,neighbor,1,3
2067135010439168195,neighbor,1,5
2063540055703552520,neighbor,2,7
1529876838350848046,neighbor,1,3
2276588511035392467,neighbor,1,3
1788610961473536986,neighbor,1,3
1616429547782144224,neighbor,1,5
1533737149923328190,neighbor,1,4
2028643387703296112,neighbor,3,6
2039425869545472141,neighbor,1,4
2009134278901760749,neighbor,1,3
2006709383987200301,neighbor,1,5
2076930857762816209,neighbor,1,5
2034973297082368473,neighbor,1,6
1888869356142592450,neighbor,1,3
2294809834291200090,neighbor,1,5
2014193557438464582,neighbor,1,3
2172864170033152951,neighbor,1,4
1678679134437376707,neighbor,1,5
1793018453557248297,neighbor,2,4
1457461173157888463,neighbor,2,4
1982118540345344389,neighbor,1,3
1478467489103872638,neighbor,1,5
1848797277716480753,neighbor,1,5
2270808391024640211,neighbor,1,3
1850362038321152712,neighbor,1,4
2430791812382720358,neighbor,2,3
2337102268203008883,neighbor,2,6
2071865346490368168,neighbor,1,6
1444878160494592358,neighbor,2,37
2039979987435520217,neighbor,2,11
2122938010566656678,neighbor,1,3
1628829621682176306,neighbor,2,6
1994076442329088940,neighbor,1,4
1769936141680640951,neighbor,2,4
2013139881164800988,neighbor,1,3
1777757226795008826,neighbor,1,6
1538549476229120635,neighbor,1,4
2009635481452544390,neighbor,1,4
2281726466326528261,neighbor,1,5
1739259035779072875,neighbor,1,3
2267946936172544258,neighbor,1,6
1868662801694720176,neighbor,1,5
1830106284687360023,neighbor,1,6
2136911871213568399,neighbor,1,6
1927731906347008966,neighbor,1,3
1732148558036992950,neighbor,3,6
1822834108137472848,neighbor,3,7
1769917569302528160,neighbor,2,8
1666089587048448227,neighbor,1,6
1880279329275904596,neighbor,2,7
1872706974777344409,neighbor,1,5
2191619881172992994,neighbor,1,4
2078127593357312985,neighbor,1,10
1585725808050176377,neighbor,1,5
1780639611224064781,neighbor,1,4
1885034629824512594,neighbor,2,3
1997933281017856557,neighbor,2,9
2000506117423104398,neighbor,1,4
2279144410841088825,neighbor,1,7
1882942125113344961,neighbor,1,5
2094751440437248843,neighbor,1,3
1907613457448960124,neighbor,1,5
1669966482898944970,neighbor,1,3
1976524823592960491,neighbor,1,8
2028695581622272630,neighbor,2,8
2085169586503680671,neighbor,1,3
1992200120434688610,neighbor,1,5
2222149129469952519,neighbor,2,4
2134471121829888680,neighbor,3,3
1771206806077440153,neighbor,1,5
2080229283594240400,neighbor,1,6
2310704912662528177,neighbor,2,8
2039725267353600466,neighbor,4,3
2217260953370624583,neighbor,1,9
2368802222243840637,neighbor,1,3
2102656411631616949,neighbor,1,5
2262184046362624514,neighbor,3,11
2303194558365696369,neighbor,1,3
2384389262540800346,neighbor,1,4
2220924401090560625,neighbor,3,10
1425681804165120103,neighbor,1,10
2303341233176576878,neighbor,1,5
2080232278327296080,neighbor,1,4
2465570528165888588,neighbor,1,5
2127779579559936033,neighbor,1,3
2030044016803840592,neighbor,1,8
1385722896449536025,neighbor,1,3
2241768196145152039,neighbor,1,3
2289438214324224794,neighbor,1,4
2020077989789696448,neighbor,1,5
1818365094002688144,neighbor,1,4
2187481512411136671,neighbor,1,5
1617138292883456961,neighbor,1,5
1919195918893056837,neighbor,3,7
1808142040039424507,neighbor,1,3
2309409409597440555,neighbor,3,10
2297449687285760349,neighbor,3,5
2316188973531136580,neighbor,1,5
1814227060785152132,neighbor,1,4
2255551190794240765,neighbor,1,4
1973421994934272074,neighbor,1,9
2157555153371136243,neighbor,1,4
2015744694943744017,neighbor,1,4
2007003270479872319,neighbor,1,3
1831958732603392792,neighbor,1,3
1728388398055424617,neighbor,1,4
1945173684649984013,neighbor,1,3
2259809558593536012,neighbor,1,4
1996782850539521020,neighbor,1,3
2007547808579584630,neighbor,1,3
2312021982838784059,neighbor,1,9
2188167113342976336,neighbor,1,4
2296675452321792647,neighbor,1,3
2305081416351744815,neighbor,1,3
2047488739508224906,neighbor,1,5
2375836523036672572,neighbor,1,6
2404599541530624008,neighbor,1,3
1902635330306048484,neighbor,1,5
1716174056325120454,neighbor,1,4
2187204411523072848,neighbor,1,3
