user_id,seed_type,degree_in_subset,sent_events
2053203378044928426,pattern012,0,6
1954611053199360705,pattern012,0,11
2263475145408512013,pattern012,0,3
2070614605037568600,pattern012,0,5
2235670013673472700,pattern012,0,7
1993968187342848275,pattern012,0,4
2340798146281472111,pattern012,0,3
1973476571217920028,pattern012,0,7
2317171229196288817,pattern012,0,5
1745627239153664649,pattern012,0,3
2269802345267200523,pattern012,0,11
1861055324094465001,pattern012,0,8
2148983027793920569,pattern012,0,4
2239309033766912713,pattern012,0,9
2256841962684416227,pattern012,0,6
1978564941447168000,pattern012,0,3
1852772404166656433,pattern012,0,3
2331600415096832617,pattern012,0,4
1988640909557760126,pattern012,0,4
2209041803640832284,pattern012,0,11
1505395222773760319,pattern012,0,5
1901942456451072363,pattern012,0,4
2299547736866817017,pattern012,0,7
1882698645766144322,pattern012,0,3
1974108636053504187,pattern012,0,4
2426304309755904142,pattern012,0,7
1809758281531392475,pattern012,0,4
2032125658267648390,pattern012,0,6
1764028003123200364,pattern012,0,5
2175821213073408225,pattern012,0,3
2202661067685888410,pattern012,0,8
1943768542478336632,pattern012,0,4
1877222017204224421,pattern012,0,3
2082989253066752438,pattern012,0,4
2071549322461184236,pattern012,0,5
2146672419274752384,pattern012,0,10
1756526087766016302,pattern012,0,4
1916246970859520542,pattern012,0,3
1888918538551296870,pattern012,0,10
2232334912847872074,pattern012,0,6
2352538615545856021,pattern012,0,4
2170454584328192713,pattern012,0,8
2016256559415296029,pattern012,0,5
2285019515060224061,pattern012,1,5
2111379028836352814,pattern012,0,5
1708943084617728294,pattern012,0,6
2432752288792576149,pattern012,0,9
1778758222610432911,pattern012,0,4
1766268935864320461,pattern012,0,4
2555574705192960559,pattern012,0,3
2431424548306944078,pattern012,0,3
2130264109088768189,pattern012,0,5
