user_id,reappeared,w1_events,w1_partners,w1_max_tie,w1_recip_frac,tenure_days,peer_w1_events,peer_w3_frac
2294597803835392137,0,3,2,2,0.0,21,6,0.0
2048039342571520066,0,4,3,3,0.0,32,3,0.0
2204088280285184404,0,3,3,2,0.3333333333333333,28,4,0.0
2353584163258368529,0,4,1,2,0.0,29,0,0.0
1794341999738880774,0,3,2,2,1.0,29,2,0.0
2494226499633152392,0,3,2,2,0.0,26,0,0.0
2035518103617536803,0,3,3,1,0.0,27,3,0.0
2170067970162688265,0,3,3,1,0.0,26,1,0.0
2203183459860480585,1,3,2,1,0.0,8,1,0.0
2536728564858880033,0,4,3,2,0.0,27,17,0.0
1328279856349184831,0,3,1,1,0.0,30,0,0.0
1945410075623424924,0,3,3,1,0.0,24,0,0.0
1866895993077760489,0,3,3,1,0.0,24,0,0.0
2316178798149632772,0,3,3,1,0.0,28,1,0.0
1487045008556032198,0,4,2,3,0.0,32,0,0.0
1503163660107776634,0,3,2,2,0.0,31,2,0.0
1281928971943936335,0,4,2,1,0.0,28,0,0.0
1370563800989696621,0,3,2,2,0.5,3,1,0.0
2319296558530561004,0,3,4,3,0.25,8,10,0.0
1515255318446080559,0,5,5,2,0.2,34,1,0.0
1826497606189056149,0,3,2,1,0.0,32,4,0.0
1606101099347968546,0,3,2,2,0.0,14,2,0.0
1431225692585984659,0,3,2,1,0.0,31,2,0.0
1657346174484480117,0,3,2,2,0.0,28,0,0.0
1323290110984192874,0,3,2,2,0.0,22,0,0.0
1430694861471744398,0,3,2,1,0.0,32,1,0.0
1183335002931200392,0,3,1,1,0.0,6,2,0.0
1895435304173568745,0,4,2,3,0.0,33,2,0.0
1799491254484992592,0,3,4,1,0.0,20,8,0.0
